#"+ Scan (rt: 4.163-4.411 min, 16 scans) MDM2C F86.d  Deconvoluted (Isotope Width=1.0)"
#Point,X(Daltons),Y(Counts)
687,2343.50,12.5769786834717
688,2344.00,9.89727783203125
689,2344.50,5.05314159393311
690,2345.00,2.84471201896667
691,2345.50,2.78454947471619
692,2346.00,5.82663488388062
693,2346.50,16.0579166412354
694,2347.00,32.8837280273438
695,2347.50,44.5812454223633
696,2348.00,33.664134979248
697,2348.50,12.2830905914307
698,2349.00,3.42222332954407
699,2349.50,1.18936145305634
700,2350.00,0.694149076938629
701,2350.50,0.658223807811737
702,2351.00,0.548466145992279
703,2351.50,0.289698898792267
704,2352.00,0.152118593454361
705,2352.50,0.163800448179245
706,2353.00,0.27381631731987
707,2353.50,0.361620754003525
708,2354.00,0.453173816204071
709,2354.50,0.397510081529617
710,2355.00,0.154535621404648
711,2355.50,0.067802682518959
712,2356.00,0.0825958177447319
713,2356.50,0.215895906090736
714,2357.00,0.815463125705719
715,2357.50,2.44674396514893
716,2358.00,2.89424848556519
717,2358.50,1.12861692905426
718,2359.00,0.23185670375824
719,2359.50,0.0733540207147598
720,2360.00,0.0932259932160378
721,2360.50,0.328817158937454
722,2361.00,1.15168297290802
723,2361.50,2.24319887161255
724,2362.00,1.35689759254456
725,2362.50,0.266105324029922
726,2363.00,0.0651523098349571
727,2363.50,0.0484519377350807
728,2364.00,0.0776900127530098
729,2364.50,0.222283467650414
730,2365.00,0.75261926651001
731,2365.50,1.05964767932892
732,2366.00,0.42308697104454
733,2366.50,0.121145658195019
734,2367.00,0.0596672743558884
735,2367.50,0.0438915714621544
736,2368.00,0.0677948147058487
737,2368.50,0.293213933706284
738,2369.00,0.983798503875732
739,2369.50,1.4370197057724
740,2370.00,1.44628036022186
741,2370.50,1.26550471782684
742,2371.00,1.07369327545166
743,2371.50,0.947383403778076
744,2372.00,0.885650992393494
745,2372.50,0.858763754367828
746,2373.00,0.684085607528687
747,2373.50,0.362441390752792
748,2374.00,0.124127715826035
749,2374.50,0.0423004738986492
750,2375.00,0.0482337698340416
751,2375.50,0.285120785236359
752,2376.00,1.80731976032257
753,2376.50,3.0545666217804
754,2377.00,1.41466581821442
755,2377.50,0.351848542690277
756,2378.00,0.0763101205229759
757,2378.50,0.0217096768319607
758,2379.00,0.0129659716039896
759,2379.50,0.0126138851046562
760,2380.00,0.0134550016373396
761,2380.50,0.0208630878478289
762,2381.00,0.0469338484108448
763,2381.50,0.100912153720856
764,2382.00,0.15872997045517
765,2382.50,0.17382550239563
766,2383.00,0.165561199188232
767,2383.50,0.10057620704174
768,2384.00,0.0232163798063993
769,2384.50,0.00617350405082107
770,2385.00,0.00962591543793678
771,2385.50,0.0377284362912178
772,2386.00,0.0918655097484589
773,2386.50,0.116428188979626
774,2387.00,0.0818642973899841
775,2387.50,0.0357224866747856
776,2388.00,0.0198692362755537
777,2388.50,0.02747149951756
778,2389.00,0.0863083675503731
779,2389.50,0.246889039874077
780,2390.00,0.231470957398415
781,2390.50,0.145986258983612
782,2391.00,0.184303745627403
783,2391.50,0.176556259393692
784,2392.00,0.0815252661705017
785,2392.50,0.0438974760472775
786,2393.00,0.03280134126544
787,2393.50,0.0226932130753994
788,2394.00,0.0191675666719675
789,2394.50,0.0334682837128639
790,2395.00,0.0696266442537308
791,2395.50,0.0956723988056183
792,2396.00,0.104589238762856
793,2396.50,0.0890878215432167
794,2397.00,0.0748912245035172
795,2397.50,0.0679965615272522
796,2398.00,0.0553910322487354
797,2398.50,0.0398825965821743
798,2399.00,0.0259295627474785
799,2399.50,0.0207903757691383
800,2400.00,0.0222568474709988
